student_name,tel,city,district,route
陳仁慶,0968668787,彰化縣,秀水鄉,安南巷93號10樓
阮剛常,0925587025,嘉義縣,東石鄉,港林街75號7樓
周彥琪,0961848462,桃園市,蘆竹區,龍安街２段94號之19
林冠賢,0920269770,臺南市,西港區,下面厝71號之14
龔嚴得,0917911305,新北市,新莊區,五工路37號之14
涂品賢,0930258418,彰化縣,溪州鄉,溪斗路88號
楊一紈,0953459370,屏東縣,鹽埔鄉,白米巷31號10樓之10
洪晟材,0911241733,桃園市,平鎮區,貿三路10號
陳妹爾,0958749192,屏東縣,屏東市,林森路17號10樓
黃青鷺,0931280675,新竹縣,竹北市,嘉政二街81號
盧煥金,0918406114,臺中市,大安區,松九街69號
丁世韶,0920523685,高雄市,大寮區,華三街2號6樓
黎召梓,0927225739,基隆市,暖暖區,過港路72號之10
歐樺耀,0988809182,臺南市,中西區,府中街27號
洪佩如,0926390810,臺南市,麻豆區,港子尾41號
田德澤,0970134439,臺中市,大甲區,中山路２段3號
葉威晟,0912615817,臺南市,安南區,北汕尾三路15號4樓
羅中羚,0934926161,屏東縣,屏東市,田中二橫巷86號4樓
田展然,0955297003,宜蘭縣,員山鄉,惠民路68號之20
蔡奕貴,0953490036,臺北市,大同區,大龍街18號
孫光鈞,0961039080,高雄市,鳥松區,大竹路水坑巷87號4樓
吳於璇,0928561822,臺中市,大甲區,大甲街73號
林潞禎,0952211331,臺中市,太平區,建興北路3號之9
廖瑩芪,0988616858,雲林縣,林內鄉,民族路22號
劉天雲,0920965377,臺南市,南化區,玉山58號
陳奕昱,0917732596,嘉義縣,朴子市,吉祥六街42號
姜萬鴻,0933064474,臺北市,文山區,興隆路２段81號
魏純豔,0910214657,屏東縣,崁頂鄉,後路46號之13
張潔珂,0971365126,臺中市,西屯區,西屯路３段宏恩一巷88號
連來悟,0963204706,雲林縣,元長鄉,元北路76號
徐益睿,0982324565,金門縣,烈嶼鄉,埔頭95號6樓
洪珍鳳,0933233636,臺中市,北區,華美街２段78號
陳承霆,0960763566,花蓮縣,瑞穗鄉,東興路17號
林叢妹,0918336932,臺東縣,池上鄉,新興一路60號
郭丹璧,0986107142,臺中市,清水區,忠誠路55號
林善鶴,0956832700,新北市,淡水區,埤島76號6樓之19
江惠添,0924569455,新竹市,香山區,牛埔南路2號
陳以儀,0923543335,桃園市,中壢區,東芝路１段26號6樓
涂叢洢,0955492576,臺中市,霧峰區,六股路35號之3
姜歆瑜,0968685960,桃園市,八德區,郵局街97號4樓之16
林允熙,0970849170,臺南市,南區,永南街35號之8
方政筑,0955093480,宜蘭縣,三星鄉,三星路８段二三八巷長埤79號
許叡柯,0910670835,臺中市,沙鹿區,晉武路70號6樓之1
林和濤,0936801755,澎湖縣,馬公市,朝陽路37號
黃翔青,0963170839,桃園市,中壢區,松平一街93號之1
黃潤萬,0952730161,南投縣,草屯鎮,平學路平孝巷17號11樓
傅折陣,0917736686,臺中市,中區,臺灣大道１段6號9樓
簡天嫻,0970719698,南投縣,草屯鎮,正言街87號
許理祟,0922909747,新北市,板橋區,民生路２段57號12樓
黃榮浩,0968483726,高雄市,仁武區,八德西路52號2樓
林功碩,0934884658,南投縣,竹山鎮,下橫街第二巷3號之8
蔡妹江,0927291698,高雄市,旗山區,鯤洲街3號11樓
余晗翰,0937169455,臺南市,學甲區,寶發路6號
李盧靖,0986617463,臺東縣,臺東市,正氣路73號
張彌銘,0933632047,新竹縣,竹北市,文和街39號3樓
田磊聰,0939278922,彰化縣,鹿港鎮,大同路67號
林瑞韶,0916388512,臺東縣,成功鎮,中華路78號
翁彰林,0987771250,桃園市,桃園區,鎮一街34號4樓之13
蘇嘉韻,0989709964,臺南市,中西區,建業街20號
謝旭穎,0989339362,新北市,五股區,五工三路29號
紀豐霖,0987997326,南投縣,草屯鎮,中正路75號之11
羅依貴,0938992853,宜蘭縣,礁溪鄉,玉龍路２段82號
吳嘉杭,0916359971,臺中市,大甲區,甲中新村25號6樓
林星珺,0932958412,新北市,新莊區,豐盛一街56號
鐘珮菡,0989924608,臺中市,中區,平等街2號之9
涂慶邦,0916737133,彰化縣,社頭鄉,北勢二巷94號
王可寧,0921978635,南投縣,信義鄉,中平巷97號
韓洋隆,0960446493,臺南市,北區,開元路50號3樓
顏全星,0960278826,彰化縣,彰化市,實踐路81號5樓之9
張宛笑,0925603853,新北市,林口區,興林路29號6樓之4
潘芪豔,0914864106,桃園市,楊梅區,中山南路88號
洪材谷,0960086462,新北市,三芝區,利民街41號
杜可記,0939204926,新北市,新莊區,中華路１段48號5樓
陳亞姣,0918308248,高雄市,鳳山區,國興街63號
張寒睿,0971690508,新北市,板橋區,長壽三街64號9樓
陳沛琴,0911207304,南投縣,南投市,新市路46號之6
余寶慧,0937745078,雲林縣,大埤鄉,民族路28號7樓
古亭瓊,0956749677,臺中市,西屯區,工業區六路54號2樓
張尚賢,0956978139,雲林縣,西螺鎮,安南16號
杜奕毅,0956145117,嘉義縣,水上鄉,新厝仔33號
游善新,0919528434,桃園市,龍潭區,富華街三林段3號
童儀莉,0915441239,臺中市,大肚區,興中路23號3樓
劉修鑫,0936310910,彰化縣,花壇鄉,永春街53號之4
賴暉郜,0971951878,宜蘭縣,冬山鄉,和平路82號
謝悦昱,0972593449,雲林縣,斗六市,竹頭35號3樓
丁賢金,0958422572,高雄市,前鎮區,鎮東六街62號
李峻谷,0987795186,臺南市,東區,德昌二街86號之20
卓聖賢,0937654311,高雄市,旗山區,頭林巷28號10樓
湯杭煒,0958058860,臺中市,西屯區,工業區十二路12號
吳知鑾,0911155159,桃園市,龜山區,萬壽路１段86號
姚念藴,0988982356,桃園市,龍潭區,富山五街41號4樓之17
翁建珺,0934303850,臺南市,中西區,西和路76號
龔春霞,0986750916,新北市,新莊區,民全街55號之11
林燕璟,0910034465,桃園市,平鎮區,新城路7號
羅衞豐,0928108963,新竹縣,湖口鄉,鐵騎路14號11樓之2
金健堇,0921174091,新北市,汐止區,和平街56號之14
姜源臻,0934805908,高雄市,三民區,鼎山街56號
周劉馳,0987199680,臺東縣,金峰鄉,歷坵67號5樓
徐宛琦,0913948495,宜蘭縣,員山鄉,員山路１段11號之3
劉宇韻,0970238402,苗栗縣,竹南鎮,群義路59號
許來琛,0917686956,臺中市,霧峰區,象鼻路60號4樓
錢善奇,0988635542,苗栗縣,頭份市,蘆竹路9號
鄭凱鶴,0961646154,新北市,石碇區,外按9號
廖心銀,0936104716,新北市,新店區,下石厝路6號之16
顏俊竹,0928349818,臺北市,內湖區,麗山街85號10樓
蘇方木,0935248347,新竹縣,湖口鄉,新興路忠信六巷3號
張夢詩,0923788126,宜蘭縣,宜蘭市,三清路49號4樓
游吉嬌,0921347465,屏東縣,佳冬鄉,塭豐村豐海路95號
沈洪致,0917141451,屏東縣,新埤鄉,竹站路16號
白清韋,0935150293,臺南市,仁德區,保仁路5號8樓之2
謝悟泰,0970520782,臺北市,中山區,松江路37號8樓之9
李彤朋,0989472353,宜蘭縣,大同鄉,長嶺71號6樓
劉淼爍,0956804000,新北市,淡水區,竹林路83號
陳君洢,0961861630,屏東縣,潮州鎮,朝昇路2號5樓
楊輝鋒,0917964554,桃園市,平鎮區,新光路４段31號10樓
周仁鬆,0953441078,新竹縣,湖口鄉,龍江街6號
洪影逞,0986861516,彰化縣,永靖鄉,余厝巷42號
戴祺霖,0954411696,臺中市,東勢區,東關路６段14號
賴寧星,0926244276,臺北市,大安區,雲和街61號之1
林宣研,0953619562,臺南市,安平區,安港路4號2樓
魏庸賢,0970252849,桃園市,中壢區,復華十一街62號之13
蔣致雪,0988756065,彰化縣,埤頭鄉,斗苑西路47號
邵懷祉,0938084228,嘉義縣,民雄鄉,民溪路85號
高淑濮,0989867887,臺中市,潭子區,中興路46號
李於芪,0958700202,花蓮縣,玉里鎮,民生街42號4樓之9
張杭祉,0952295199,臺南市,善化區,益民寮96號8樓
蔡樺韻,0987059724,臺中市,西屯區,河南路２段40號
陸聖谷,0956818055,花蓮縣,吉安鄉,光華九街87號8樓之18
胡承聖,0915710723,新北市,永和區,永貞路53號
張瀾緹,0972801840,臺南市,永康區,中華路26號
馬家雄,0912088850,臺東縣,關山鎮,隆盛路22號之12
江揚瑗,0956680398,高雄市,楠梓區,楠梓加工出口區第二園區研發路77號之2
石天玉,0939770489,桃園市,龍潭區,清水坑62號
張棋苡,0912360067,南投縣,鹿谷鄉,中正路２段88號
陳尹聰,0920905981,高雄市,大寮區,山頂路59號
張波盛,0987777707,嘉義縣,水上鄉,三界埔5號9樓
李凱璟,0939601722,臺中市,大甲區,文武路83號
謝婕蕾,0932428631,花蓮縣,瑞穗鄉,瑞達路１段96號7樓
鄒菁銀,0911329857,臺南市,北區,北安路１段4號之8
陳常謙,0923452000,臺南市,中西區,友愛街63號4樓
陳昌海,0986850599,宜蘭縣,三星鄉,人和二路3號6樓之2
張如美,0929402744,臺中市,神岡區,三民東街60號
謝姣湘,0920736155,宜蘭縣,蘇澳鎮,新生路23號之13
蘇尚軒,0920028913,高雄市,新興區,五福二路86號之2
龔中微,0968941922,臺南市,柳營區,康樂街60號
魏容韜,0925993420,臺南市,麻豆區,忠孝路51號5樓
張遙韶,0987934646,桃園市,楊梅區,獅一路26號
藍欣歆,0915343343,南投縣,水里鄉,永樂巷67號
李召梓,0925499699,新竹市,北區,磐石路19號
陳建柯,0914170033,桃園市,中壢區,九和二街39號之9
陳賢露,0928286245,高雄市,前鎮區,東十街63號
賴婷彥,0956788330,臺北市,信義區,松仁路15號之20
李卓源,0914708552,高雄市,大寮區,上寮路93號之5
陳欣義,0916930965,桃園市,龍潭區,佳安路73號之6
涂樺海,0970639788,雲林縣,二崙鄉,港後路67號
彭泛華,0924774806,臺中市,北屯區,崇德九路23號
方慈祉,0971644447,新竹縣,湖口鄉,安宅六街53號
林哲谷,0915192695,臺中市,南區,復興北路98號3樓
柯曄翰,0955203418,臺北市,萬華區,桂林路17號
黃也林,0933813989,高雄市,彌陀區,鹽埕中路西三巷44號9樓
張笑若,0931938269,新北市,林口區,自強三街10號7樓之6
沈義蓁,0923609454,苗栗縣,大湖鄉,合作街8號
黃劉霖,0928718934,南投縣,埔里鎮,開南一巷38號5樓之1
陳森顏,0953293335,臺中市,大里區,新仁路３段97號5樓
柯軒鈞,0953050565,南投縣,南投市,光明一路82號
柯淼融,0910427615,臺中市,大雅區,秀山十一路69號12樓之8
童濮珮,0968402237,臺南市,學甲區,大埔口58號2樓
邱函蕊,0956408079,花蓮縣,鳳林鎮,永安街24號
陳塵宥,0931698082,新北市,新莊區,永樂街96號
張宇潔,0926844153,新北市,樹林區,海明街63號之18
郭於言,0952460577,臺南市,新化區,新和庄54號
簡然雙,0933253327,臺中市,后里區,水門路95號11樓
張慧苡,0924284619,彰化縣,秀水鄉,日新巷27號7樓
陳彥筠,0937192600,新竹縣,湖口鄉,貴州三街54號之17
湯亭歆,0918097430,金門縣,烈嶼鄉,南塘81號
龔帆秉,0918196603,桃園市,中壢區,內定二十街39號之10
黃宗晏,0937276054,新北市,板橋區,板林路73號2樓之15
洪方林,0937471761,花蓮縣,花蓮市,福源街74號
涂超邦,0928974239,新北市,淡水區,觀海路8號
何妮遠,0938933088,新北市,三重區,大智街74號4樓
李卓濮,0910678157,臺中市,大里區,東里路30號
林儀召,0939918937,臺中市,東區,十甲路29號7樓
陳瑾鋒,0928172837,宜蘭縣,冬山鄉,永興路２段美和巷33號
曹娟莉,0961372957,臺中市,南屯區,大墩南路44號
黃建笑,0952730447,桃園市,新屋區,校前一街47號6樓
謝柏霜,0921644329,高雄市,小港區,高坪二十街9號
賴淑漩,0952799026,臺中市,烏日區,溪南路１段69號6樓之19
林榮樹,0914773972,臺南市,永康區,中山路67號2樓
金夢艾,0987295407,臺中市,潭子區,圓通南路38號之16
楊正熹,0954598391,新竹縣,竹北市,莊敬五街62號之7
方毅邦,0916754545,雲林縣,東勢鄉,保安林16號
邱丞琪,0910238800,臺中市,南區,民生路94號
余世熙,0970304945,桃園市,蘆竹區,明德街68號
張温琦,0968887187,花蓮縣,瑞穗鄉,慈安路62號
鄒宥芝,0933873211,彰化縣,員林市,中山路２段43號10樓
蔣哲淼,0914647268,高雄市,楠梓區,安泰街21號
林琦雅,0989997501,彰化縣,彰化市,博愛街57號
吳歆韻,0956626667,苗栗縣,竹南鎮,忠孝街79號
謝樹錦,0933980146,高雄市,鳳山區,南江街39號之9
李晗理,0987481178,高雄市,橋頭區,南溝路74號12樓
蔡凡悟,0989924995,雲林縣,虎尾鎮,大成七街12號
蔡宛蓉,0952633386,新竹市,東區,中華路２段43號之11
林勁瑾,0931913842,花蓮縣,新城鄉,中正路凌雲巷70號之7
顏慶玥,0920133562,臺中市,中區,自由路２段49號3樓
李庭泛,0918043912,新北市,鶯歌區,中正一路100號
邱道鬆,0915977422,臺中市,沙鹿區,中山路松蔭巷90號
洪召嘉,0970196308,新竹縣,新埔鎮,廣和路49號之19
劉瑩禹,0954360119,桃園市,中壢區,中北路95號9樓
潘彥新,0936228180,嘉義市,西區,新興街3號
趙淑豔,0923980659,臺中市,北屯區,昌平路３段7號
許致靖,0920877655,雲林縣,虎尾鎮,頂竹圍65號
杜沐盈,0935972964,屏東縣,枋寮鄉,建興路38號
顏卓於,0915706814,臺中市,東區,進德路8號6樓
陳廷穎,0918179913,新竹縣,湖口鄉,明豐路84號之4
馬孝琦,0931852762,臺北市,大安區,延吉街43號4樓之4
陳凰銘,0936941529,花蓮縣,鳳林鎮,仁愛街41號
陳琦薇,0921496300,彰化縣,伸港鄉,文工六街46號
柯淇謹,0924008996,新北市,三重區,電信街57號
嚴丹寶,0912164419,桃園市,平鎮區,新華路15號11樓之13
藍均良,0921538482,臺南市,歸仁區,凱旋路２段52號之16
汪利晤,0926437372,臺南市,永康區,復興路48號7樓
張也芸,0927876140,高雄市,大寮區,華中路57號
陳莉萱,0955728893,新竹縣,湖口鄉,德盛63號
張海蓁,0939051007,臺北市,內湖區,內湖路３段76號
余志盛,0923015779,宜蘭縣,員山鄉,再連路98號之15
董歆笑,0939602069,臺中市,大里區,工業路74號3樓
林俊瑾,0934257859,新北市,中和區,板南路71號8樓之20
林夏彥,0938565664,臺南市,中西區,永福路１段9號
丁濱鑫,0987401051,臺南市,學甲區,民族路78號5樓
尤瑞谷,0988175746,臺中市,烏日區,中華路87號之8
王可萬,0933268418,高雄市,大寮區,中正路28號3樓
陸俊木,0919549682,臺南市,佳里區,仁愛路19號
林懋瞻,0910886185,臺中市,豐原區,中陽路61號11樓
金堇雲,0931461499,屏東縣,崁頂鄉,竹圍路86號
卓蓁雅,0955924834,屏東縣,琉球鄉,三民路89號4樓
林哲逞,0918252384,高雄市,三民區,灣復街17號之2
黃妹芷,0961575721,臺南市,安平區,安平路87號
林宏逞,0912924726,桃園市,平鎮區,中豐路67號4樓
鍾潞薇,0952504021,彰化縣,大城鄉,鐵樹巷11號
葉嵐慧,0924658958,高雄市,仁武區,赤南巷95號
洪晨玉,0927212522,高雄市,小港區,中心路18號4樓
鍾昊燦,0961107593,桃園市,中壢區,自立二街60號
王真葉,0971725480,臺中市,大甲區,幼獅路68號3樓
龔温輝,0960864221,臺北市,萬華區,柳州街24號9樓
薛政欽,0934783660,新竹縣,竹北市,中央路53號
曾竹致,0953461947,苗栗縣,竹南鎮,國采街76號
馬也園,0920597425,新北市,鶯歌區,中正二路67號之8
黃惠筠,0924878146,新北市,新莊區,華興街80號之19
嚴俊瑋,0939864222,彰化縣,彰化市,磚路67號7樓
鄧福顏,0933397870,臺中市,大里區,健康二街60號6樓
黃卿盈,0963395905,臺中市,北區,陜西東一街33號
林梓鷺,0928959287,臺中市,西區,五權新一巷1號8樓
柯凝好,0933345847,嘉義縣,水上鄉,中庄32號之15
黃姝郁,0914088675,高雄市,鳳山區,誠北街40號7樓
余懋磊,0930237560,高雄市,旗山區,南洲街38號之12
林天瑾,0933961073,臺中市,大里區,東榮路70號
陳芯蕾,0922436471,臺中市,北屯區,景賢五路46號
林佑樸,0988047676,宜蘭縣,宜蘭市,縣政六街61號
賴以晨,0927970403,宜蘭縣,冬山鄉,柯林六路65號
李祐陽,0924144722,雲林縣,虎尾鎮,崁腳82號
呂冬玟,0956554286,高雄市,楠梓區,大學三十二街45號
薛夕悦,0963113953,新竹縣,竹東鎮,中山路21號11樓之4
康盈真,0915590842,臺中市,沙鹿區,鎮南路１段19號
林子樂,0961592374,臺中市,大甲區,開元路26號之16
白影泰,0932799341,臺南市,安南區,北安路２段19號10樓之6
陳昱清,0911995953,南投縣,竹山鎮,大仁路57號6樓之1
吳榮玉,0954581423,臺北市,士林區,愛富二街厚生巷46號
謝曉祟,0915293978,高雄市,大寮區,永芳路44號之4
陳耀聖,0986652745,高雄市,鳳山區,鳳翔街11號
蔣永韻,0938509209,臺中市,北區,中清路１段71號
林明顏,0920446196,新北市,坪林區,水聳淒坑17號之10
張淳秀,0987432645,金門縣,金沙鎮,新興街77號8樓
劉朋衞,0912990796,臺中市,西區,忠明南路55號
白庭瑞,0913930380,臺中市,北屯區,軍和街57號
程仁暢,0939617618,苗栗縣,竹南鎮,和興路58號
黃道霖,0968905769,彰化縣,花壇鄉,明德街67號
邱孝龍,0963648532,臺中市,南屯區,寶山六街71號
彭潤羣,0911986676,高雄市,岡山區,大仁北路58號4樓
劉淼記,0939536380,臺北市,士林區,中山北路６段11號6樓
林璟雙,0910297822,臺南市,麻豆區,前班11號
方于艾,0915119726,臺南市,安南區,安中路２段35號5樓
潘琪耀,0989277813,彰化縣,伸港鄉,建興路34號
尤卿鷺,0956202711,宜蘭縣,三星鄉,東興路22號
陳筠露,0929832622,屏東縣,琉球鄉,行政路70號
曾恩懷,0963803501,桃園市,龍潭區,百年一街83號5樓
翁容棟,0968535184,嘉義縣,民雄鄉,新正五街88號5樓
李偲筠,0914327307,臺南市,東區,崇明十九街51號
郭建敏,0920211079,新竹縣,湖口鄉,長嶺路61號
